---
---
---
  38
0.477465
0.477465
0.477465
---
1.000000
1.000000
1.045360
1.000000
1.000000
Distributed blade properties
---
---
0.000000000e+00	5.000000000e-01	1.353129781e+01	1.331555144e+03	3.161235851e+10	2.810266041e+10
4.927904575e-03	5.000000000e-01	1.357883004e+01	1.355396410e+03	3.265968008e+10	2.919998446e+10
6.529428871e-03	5.000000000e-01	1.352629392e+01	1.375263167e+03	3.441686070e+10	3.021389329e+10
8.130953167e-03	5.000000000e-01	1.353990828e+01	1.382794527e+03	3.477508608e+10	3.057948507e+10
9.832572732e-03	5.000000000e-01	1.355403535e+01	1.390609900e+03	3.515448101e+10	3.096366663e+10
1.143409703e-02	5.000000000e-01	1.356694882e+01	1.397691070e+03	3.550836389e+10	3.131869646e+10
1.303562132e-02	5.000000000e-01	1.354855698e+01	1.361186018e+03	3.514941813e+10	3.031945347e+10
2.222276000e-02	5.000000000e-01	1.352073208e+01	1.247018372e+03	3.194014241e+10	2.339158070e+10
2.444648193e-02	4.980000000e-01	1.351910090e+01	1.123387312e+03	2.823785359e+10	2.255825015e+10
2.604800623e-02	4.970000000e-01	1.350672358e+01	1.125124885e+03	2.885974685e+10	2.271985886e+10
6.666667000e-02	4.650000000e-01	1.027837253e+01	9.256507518e+02	2.664630409e+10	1.883531571e+10
8.950840645e-02	4.470000000e-01	1.989263678e+01	7.927193460e+02	1.969516392e+10	1.557114151e+10
1.111105700e-01	4.300000000e-01	1.582503013e+01	5.296759927e+02	1.108693865e+10	9.866607847e+09
1.464626142e-01	4.110000000e-01	1.605364377e+01	3.361410567e+02	5.746991556e+09	4.496002149e+09
1.666666700e-01	4.000000000e-01	1.580951714e+01	3.319318756e+02	4.618104604e+09	4.711194718e+09
1.953091053e-01	4.000000000e-01	1.536818686e+01	3.339730161e+02	4.293639032e+09	4.987167011e+09
2.333333300e-01	4.000000000e-01	1.487712165e+01	3.355943595e+02	4.080868035e+09	5.204985387e+09
2.766865585e-01	4.000000000e-01	1.407535660e+01	3.297170083e+02	3.625867936e+09	5.200509465e+09
3.000000000e-01	4.000000000e-01	1.363196227e+01	3.252605879e+02	3.459939903e+09	5.122659239e+09
3.336407663e-01	4.000000000e-01	1.287927226e+01	3.163335169e+02	3.184773230e+09	4.912060561e+09
3.666666700e-01	4.000000000e-01	1.206493656e+01	3.048924675e+02	2.857060911e+09	4.615582939e+09
4.004043104e-01	4.000000000e-01	1.080336543e+01	2.940335380e+02	2.235644896e+09	4.392183519e+09
4.333333300e-01	4.000000000e-01	9.793911643e+00	2.760997295e+02	1.815954627e+09	3.818432893e+09
5.000000000e-01	4.000000000e-01	8.539049085e+00	2.455840826e+02	1.475484597e+09	2.900374978e+09
5.208189184e-01	4.000000000e-01	7.677428736e+00	2.336620619e+02	1.238422140e+09	2.604082208e+09
5.666666700e-01	4.000000000e-01	6.020732061e+00	2.077640872e+02	7.988076251e+08	2.032168013e+09
6.021963717e-01	4.000000000e-01	5.358494195e+00	1.915769678e+02	6.666155044e+08	1.695784733e+09
6.333333300e-01	4.000000000e-01	4.955528333e+00	1.783045577e+02	5.861805529e+08	1.445748218e+09
6.673583915e-01	4.000000000e-01	4.054179146e+00	1.725468996e+02	4.232064139e+08	1.349542007e+09
6.835738250e-01	4.000000000e-01	3.528422709e+00	1.638040708e+02	3.489581212e+08	1.232817710e+09
7.000000000e-01	4.000000000e-01	3.055483010e+00	1.548564161e+02	2.958684488e+08	1.095314662e+09
7.324203160e-01	4.000000000e-01	2.507303268e+00	1.414327583e+02	2.361482685e+08	9.116587698e+08
7.666666700e-01	4.000000000e-01	2.192559523e+00	1.247281264e+02	1.844802757e+08	7.108992192e+08
8.333333300e-01	4.000000000e-01	1.529277205e+00	9.345694204e+01	1.005281991e+08	4.061501806e+08
8.888894300e-01	4.000000000e-01	1.049556618e+00	6.923951589e+01	5.133096595e+07	2.291250648e+08
9.333333300e-01	4.000000000e-01	7.160834065e-01	5.177984130e+01	2.506943087e+07	1.326437277e+08
9.777772400e-01	4.000000000e-01	2.668383462e-01	5.030281831e+01	1.091755530e+07	1.426431809e+08
1.000000000e+00	4.000000000e-01	3.826615099e-02	3.031409521e+01	6.634280727e+06	9.613860742e+07
Blade Mode Shapes
-0.1964832020693192
3.8741375490331835
-7.3582539033817094
7.5797745413103943
-2.8991749848925492
-0.1822282537070679
3.1311959802603249
-5.6716975378331806
6.2327378573871846
-2.5100080461072611
0.3001408384504000
3.6701641455071083
-6.9846428676285681
6.0868767720865806
-2.0725388884155214
