! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                        NumCoords   ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
              0.750000   Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
             -3.768489   alpha0      ! 0-lift angle of attack, depends on airfoil.
              9.500000   alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
             -9.500000   alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
              1.000000   eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
              7.223019   C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
              0.000000   S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
              0.000000   S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
              0.000000   S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
              0.000000   S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
              1.436080   Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
             -0.897775   Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
              0.007321   Cd0         ! 2D drag coefficient value at 0-lift.
             -0.087708   Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
              0.000000   k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
              0.000000   k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
              0.000000   k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
              0.000000   k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
              0.000000   k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
"127                   "   NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.800000000000000e+02  0.000000000000000e+00  1.799702586935321e-02  0.000000000000000e+00
-1.750000000000000e+02  3.792713893672300e-01  3.838218986812189e-02  1.880005320843709e-01
-1.700000000000000e+02  7.421163918965019e-01  9.378717959637978e-02  3.769991864799346e-01
-1.600000000000000e+02  6.677912315886078e-01  2.782573506392732e-01  2.747022847888066e-01
-1.550000000000000e+02  7.254891231521580e-01  3.916228891528621e-01  3.129925976336526e-01
-1.500000000000000e+02  7.877773216487073e-01  5.094186178647788e-01  3.428243848981787e-01
-1.450000000000000e+02  8.095003857173002e-01  6.278429657291522e-01  3.653074765061164e-01
-1.400000000000000e+02  7.992751137251168e-01  7.439040117710390e-01  3.823618055809559e-01
-1.350000000000000e+02  7.657183040393374e-01  8.546098350154978e-01  3.933563173779664e-01
-1.300000000000000e+02  7.162163267780826e-01  9.573031968120118e-01  4.003631384522915e-01
-1.250000000000000e+02  6.532338390632284e-01  1.050665587807761e+00  4.040499355107869e-01
-1.200000000000000e+02  5.780050697675926e-01  1.133713180974350e+00  4.047332602982369e-01
-1.150000000000000e+02  4.917642477639912e-01  1.205462149283384e+00  4.027296645594248e-01
-1.100000000000000e+02  3.957456019252406e-01  1.264928665706467e+00  3.983557000391342e-01
-1.050000000000000e+02  2.911833611241575e-01  1.311128903215203e+00  3.919279184821494e-01
-1.000000000000000e+02  1.793117542335584e-01  1.343079034781199e+00  3.837628716332536e-01
-9.500000000000000e+01  6.136501012625997e-02  1.359795233376057e+00  3.741771112372306e-01
-9.000000000000000e+01 -6.104529369045947e-02  1.360597865639061e+00  3.634386175544658e-01
-8.500000000000000e+01 -1.847981851714716e-01  1.346024072880212e+00  3.516210849077501e-01
-8.000000000000000e+01 -3.063953436371872e-01  1.316915190077184e+00  3.387496361354760e-01
-7.500000000000000e+01 -4.223384484080162e-01  1.274112552207658e+00  3.248493940760355e-01
-7.000000000000000e+01 -5.291291788043685e-01  1.218457494249308e+00  3.099454815678215e-01
-6.500000000000000e+01 -6.232692141466549e-01  1.150791351179813e+00  2.940630214492261e-01
-6.000000000000000e+01 -7.012602337552847e-01  1.071955457976851e+00  2.772271365586418e-01
-5.500000000000000e+01 -7.596039169506688e-01  9.827911496180985e-01  2.594629497344609e-01
-5.000000000000000e+01 -7.966002849695065e-01  8.842553175739040e-01  2.407929459997457e-01
-4.500000000000000e+01 -8.177427267136551e-01  7.777670792853001e-01  2.212290591162364e-01
-4.000000000000000e+01 -8.303229730012619e-01  6.648611086859901e-01  2.007805850303431e-01
-3.500000000000000e+01 -8.416327546504737e-01  5.470720797096766e-01  1.794568196884760e-01
-3.000000000000000e+01 -8.589638024794372e-01  4.259346662900639e-01  1.549253921660906e-01
-2.500000000000000e+01 -8.896078473062997e-01  3.029835423608547e-01  1.154872640548252e-01
-2.400000000000000e+01 -8.979758882234169e-01  2.783107236200272e-01  1.045752522973266e-01
-2.300000000000000e+01 -9.072264520997210e-01  2.536390208076335e-01  9.239301866286573e-02
-2.200000000000000e+01 -9.178457654545108e-01  2.289731593902629e-01  7.893759624094071e-02
-2.100000000000000e+01 -9.320316254980978e-01  2.042876571349831e-01  6.464345304798079e-02
-2.000000000000000e+01 -9.524097221135487e-01  1.795494798839811e-01  5.005441583214795e-02
-1.900000000000000e+01 -9.816057451839274e-01  1.547255934794441e-01  3.571431134160424e-02
-1.800000000000000e+01 -1.019823497514590e+00  1.297829637635593e-01  2.291154760712694e-02
-1.700000000000000e+01 -1.057579233600057e+00  1.046885565785138e-01  1.260085557342557e-02
-1.600000000000000e+01 -1.082967320857136e+00  7.940933776649475e-02 -3.471408386851968e-03
-1.500000000000000e+01 -1.084082126702637e+00  5.391227316968931e-02 -2.369067807183631e-02
-1.400000000000000e+01 -1.052466783945734e+00  2.971685888705386e-02 -4.351317084698831e-02
-1.350000000000000e+01 -1.025837944747679e+00  2.042574282438702e-02 -5.229012475737042e-02
-1.300000000000000e+01 -9.934594869650535e-01  1.424297538809903e-02 -5.986328667332123e-02
-1.200000000000000e+01 -9.158471955315858e-01  9.339090299095906e-03 -7.014249654168875e-02
-1.100000000000000e+01 -8.271493534837312e-01  9.950578266536163e-03 -7.327632864465608e-02
-1.000000000000000e+01 -7.298153409295238e-01  1.159647776130709e-02 -7.384643845782540e-02
-9.000000000000000e+00 -6.250270220444080e-01  1.108049653129612e-02 -7.643013725548839e-02
-8.000000000000000e+00 -5.139662610038271e-01  9.461618951473429e-03 -7.993606850413909e-02
-7.000000000000000e+00 -3.977922924146244e-01  8.442262899684066e-03 -8.238775586694590e-02
-6.000000000000000e+00 -2.775738326092426e-01  8.043303638189980e-03 -8.393691160157242e-02
-5.000000000000000e+00 -1.543569683515233e-01  7.865230775357336e-03 -8.526729511430596e-02
-4.000000000000000e+00 -2.918778640530864e-02  7.508533919552304e-03 -8.706266581143393e-02
-3.000000000000000e+00  9.688762646555946e-02  6.696562141042997e-03 -8.984920911305416e-02
